Title,Ingridients,combined
pempek adaan ikan tuna,"am ikan tuna giling, am sagu tapioka, bks santan kara, btr telur ayam, garam , gula , bawang merah, btg daun bawang, merica ,","pempek adaan ikan tuna am ikan tuna giling, am sagu tapioka, bks santan kara, btr telur ayam, garam , gula , bawang merah, btg daun bawang, merica ,"
bandeng asem kuning,"bandeng segar, asam jawa, daun jeruk, halus, bawang merah, bawang putih, kemiri, kunyit, ketumbar, lengkuas geprek, cabe rawit , garam penyedap,","bandeng asem kuning bandeng segar, asam jawa, daun jeruk, halus, bawang merah, bawang putih, kemiri, kunyit, ketumbar, lengkuas geprek, cabe rawit , garam penyedap,"
omelete tuna ala bunda jkb,"telur ayam size jumbo, tuna kaleng , kol tipis genggam, bawang daun batang, garam, bawang putih bubuk, merica bubuk, baking powder double action, terigu, sausnya , saus tomat, gula, garam, air, maizena cair, bawang bombay, bawang putih,","omelete tuna ala bunda jkb telur ayam size jumbo, tuna kaleng , kol tipis genggam, bawang daun batang, garam, bawang putih bubuk, merica bubuk, baking powder double action, terigu, sausnya , saus tomat, gula, garam, air, maizena cair, bawang bombay, bawang putih,"
lempah kuning ikan darat bangka,"ikan gabus, ikan baung, ikan lele, nanas, bumbu, lengkuas, kunyit, kencur, cabe rawit, bawang putih, bawang merah, butir lada, belacan, garam,","lempah kuning ikan darat bangka ikan gabus, ikan baung, ikan lele, nanas, bumbu, lengkuas, kunyit, kencur, cabe rawit, bawang putih, bawang merah, butir lada, belacan, garam,"
tongkol mini sambal ijo,"tongkol kecil, halus, bawang merah, bawang putih, cabe ijo besar, tomat ijo,","tongkol mini sambal ijo tongkol kecil, halus, bawang merah, bawang putih, cabe ijo besar, tomat ijo,"
pindang ikan patin cabai rawit,"ikat patin, kacang panjang, ulek, cabai rawit, bawang merah, bawang putih, kemiri, jahe, kunyit, lengkuas , daun salam, asem jawa,","pindang ikan patin cabai rawit ikat patin, kacang panjang, ulek, cabai rawit, bawang merah, bawang putih, kemiri, jahe, kunyit, lengkuas , daun salam, asem jawa,"
cakalang suwir,"ikan cakalang tongkol yg diasap bakarsuwir , halus, bawang merah, bawang putih, jahe, cabe rawit campur cabe keriting , penyedap gula,","cakalang suwir ikan cakalang tongkol yg diasap bakarsuwir , halus, bawang merah, bawang putih, jahe, cabe rawit campur cabe keriting , penyedap gula,"
telur ikan kakap kecap simple,"telur ikan kakap, cabe merah, cabe jablay, jeruk nipis, garam, penyedap rasa, kecap, bawang merah, bawang putih,","telur ikan kakap kecap simple telur ikan kakap, cabe merah, cabe jablay, jeruk nipis, garam, penyedap rasa, kecap, bawang merah, bawang putih,"
nila bakar pedas manis,"ikan nila segar, btr gula merah, ketumbar, btr kemiri, bawang putih, bawang merah, cabai merah, garam, sachet kecap manis, penyedap rasa, perasan air jeruk, air,","nila bakar pedas manis ikan nila segar, btr gula merah, ketumbar, btr kemiri, bawang putih, bawang merah, cabai merah, garam, sachet kecap manis, penyedap rasa, perasan air jeruk, air,"
sop salmon,"salmon fillet, putih, bawang putih cincang, bawang merah cincang, bawang bombay cincang, garam gula, cm jahe ,","sop salmon salmon fillet, putih, bawang putih cincang, bawang merah cincang, bawang bombay cincang, garam gula, cm jahe ,"
pepes ikan kembung mantapp,"ikan kembung, papan petai, daun pisang mem ikannya, biji tusuk gigi, minyak goreng, daun salam, daun jeruk lemo, jeruk nipis, #bumbu haluskan , bawang merah, bawang putih, laos lengkuas, kunyit kuning pekat, gula merah, jahe, btg sere, terasi udang, biji kemiri, cabe rawit , cabe kriting, asam jawa,","pepes ikan kembung mantapp ikan kembung, papan petai, daun pisang mem ikannya, biji tusuk gigi, minyak goreng, daun salam, daun jeruk lemo, jeruk nipis, #bumbu haluskan , bawang merah, bawang putih, laos lengkuas, kunyit kuning pekat, gula merah, jahe, btg sere, terasi udang, biji kemiri, cabe rawit , cabe kriting, asam jawa,"
kembung kuah asam,"ikan kembung, lemon, garam, daun salam, batang sereh, ikat kemangi, lada bubuk, kaldu bubuk, penyedap rasa, air asam jawa, gelas air, , bawang merah, bawang putih, cabe merah keriting, cabe rawit merah, jahe, kemiri,","kembung kuah asam ikan kembung, lemon, garam, daun salam, batang sereh, ikat kemangi, lada bubuk, kaldu bubuk, penyedap rasa, air asam jawa, gelas air, , bawang merah, bawang putih, cabe merah keriting, cabe rawit merah, jahe, kemiri,"
bandeng kecap,"bandeng besar, daun salam, lengkuas geprek, bawang goreng, bks ladaku yg , penyedap, kecap, gula putih, air, # yg dihaluskan, butir kemiri, bawang putih, garam,","bandeng kecap bandeng besar, daun salam, lengkuas geprek, bawang goreng, bks ladaku yg , penyedap, kecap, gula putih, air, # yg dihaluskan, butir kemiri, bawang putih, garam,"
lele bakar kecap,"lele , instan ikan goreng, bawang putih, lada bubuk, gula merah, kecap manis , minyak goreng, air cuka,","lele bakar kecap lele , instan ikan goreng, bawang putih, lada bubuk, gula merah, kecap manis , minyak goreng, air cuka,"
ikan laut jamur tiram kuah tomyam,"potong ikan lautboleh ikan aja tergantung selera, ons jamurdibanyakin boleh, bawang merah, bawang putih, daun jeruk, batang serai, cabe merahbuang bijinya ga kuat pedas, tomat belah , daun salam, jahe, kunyit, garam sesuai selera, penyedap rasa, gula, gelas air, margarin, cuka makan,","ikan laut jamur tiram kuah tomyam potong ikan lautboleh ikan aja tergantung selera, ons jamurdibanyakin boleh, bawang merah, bawang putih, daun jeruk, batang serai, cabe merahbuang bijinya ga kuat pedas, tomat belah , daun salam, jahe, kunyit, garam sesuai selera, penyedap rasa, gula, gelas air, margarin, cuka makan,"
fettuccini hot spicy tuna,"fettuccini, bawang putihcincang, bawang bombay , cabai merah tipis, cabai hijau tipis, potong tuna asaprendam air hangatpotong sesuai selera, saus sambal extra hot, saus tiram, garam & gula, minyak goreng, air merebus,","fettuccini hot spicy tuna fettuccini, bawang putihcincang, bawang bombay , cabai merah tipis, cabai hijau tipis, potong tuna asaprendam air hangatpotong sesuai selera, saus sambal extra hot, saus tiram, garam & gula, minyak goreng, air merebus,"
sup kemangi ikan patin,"potong ikan patin segar, ikat daun kemangi, bawang merah, bawang putih, cabe ijo, tomat ijo, daun bawang, serai, daun jeruk, daun salam, cm laos, masako sapi, garam, minyak goreng, air,","sup kemangi ikan patin potong ikan patin segar, ikat daun kemangi, bawang merah, bawang putih, cabe ijo, tomat ijo, daun bawang, serai, daun jeruk, daun salam, cm laos, masako sapi, garam, minyak goreng, air,"
patin kuah asam,"ikan patinukuran sedang, timun kraipotong, kubis secukupnyapotong , asam, tomat hijau, jeruk nipis, garam, gula, penyedap rasa, . liter air, halus, biji cabe rawitbisa ditambah suka pedas, kunyit, jahe, lengkuas, bawang merah, bawang putih, ketumbar, butir kemiri, jinten,","patin kuah asam ikan patinukuran sedang, timun kraipotong, kubis secukupnyapotong , asam, tomat hijau, jeruk nipis, garam, gula, penyedap rasa, . liter air, halus, biji cabe rawitbisa ditambah suka pedas, kunyit, jahe, lengkuas, bawang merah, bawang putih, ketumbar, butir kemiri, jinten,"
sarden tongkol praktis,"ikan tongkol , sereh, daun salam, jahe , bawang merah, bawang putih, bawang bombay , cabe rawit , cabe keriting, tomat kecil, garam, sendok gula putih, royco ,","sarden tongkol praktis ikan tongkol , sereh, daun salam, jahe , bawang merah, bawang putih, bawang bombay , cabe rawit , cabe keriting, tomat kecil, garam, sendok gula putih, royco ,"
balado ikan kembung,"ikan kembung, cabe merah, bawang merah, bawang putih, tomat , garam, gula, suka penyedap, jeruk nipis, minyak goreng,","balado ikan kembung ikan kembung, cabe merah, bawang merah, bawang putih, tomat , garam, gula, suka penyedap, jeruk nipis, minyak goreng,"
gulai ikan nila,"ikan nila, santan klapa kara, wortel, bumbu, bawang merah, bawang putih, ketumbar, jahe, kunyit, kemiri, lengkuas, serai, daun jeruk, daun salam,","gulai ikan nila ikan nila, santan klapa kara, wortel, bumbu, bawang merah, bawang putih, ketumbar, jahe, kunyit, kemiri, lengkuas, serai, daun jeruk, daun salam,"
ikan tongkol sambalado #,"ikan tongkol, halus , bawang putih, bawang merah, keriting merah sesuaikan, rawit sesuaikan, tomat, kunyit , pelengkap , air, garam, gula jawa pasir, daun jeruk, penyedap rasa,","ikan tongkol sambalado # ikan tongkol, halus , bawang putih, bawang merah, keriting merah sesuaikan, rawit sesuaikan, tomat, kunyit , pelengkap , air, garam, gula jawa pasir, daun jeruk, penyedap rasa,"
tongkol granat 💥,"ikan tongkol ukuran sedangkukussuir , tomat , cabai merah , cabai rawit merah , cabai rawit hijau, bawang putih, bawang merah , daun jeruksobek , saos tiram, royco, gula pasir, garam, air, minyak utk menumis,","tongkol granat 💥 ikan tongkol ukuran sedangkukussuir , tomat , cabai merah , cabai rawit merah , cabai rawit hijau, bawang putih, bawang merah , daun jeruksobek , saos tiram, royco, gula pasir, garam, air, minyak utk menumis,"
ikan tongkol kuning,"bngkus pindang tongkol, tahu, santan kara, halus, kemori, bawang putih, bawang merah, cabe rawit, kunyitserehlaosdaun salam, ketumbar&lada, secukup ny airroycogulaminyak goreng,","ikan tongkol kuning bngkus pindang tongkol, tahu, santan kara, halus, kemori, bawang putih, bawang merah, cabe rawit, kunyitserehlaosdaun salam, ketumbar&lada, secukup ny airroycogulaminyak goreng,"
tongkol goreng sambal mentah,"pindang tongkol ukuran sedangbersihkan kulitnya, bawang putihhaluskan, sambal mentah, bawang merah tipis, cabai rawit sesuai selera tipis, tomat buang isinya potong dadu, an jeruk lemon, sejumput garam, sambal kecap , kecap manis, sesuai selera cabai rawit dipotong serong,","tongkol goreng sambal mentah pindang tongkol ukuran sedangbersihkan kulitnya, bawang putihhaluskan, sambal mentah, bawang merah tipis, cabai rawit sesuai selera tipis, tomat buang isinya potong dadu, an jeruk lemon, sejumput garam, sambal kecap , kecap manis, sesuai selera cabai rawit dipotong serong,"
tongkol suwir kemangi,"pindang ikan tongkol , ikat kemangi seribuan , bawang merah , bawang putih , cabe rawit merah sesuai selera , cabe merah , tomat , garam, gula, minyak goreng menumis,","tongkol suwir kemangi pindang ikan tongkol , ikat kemangi seribuan , bawang merah , bawang putih , cabe rawit merah sesuai selera , cabe merah , tomat , garam, gula, minyak goreng menumis,"
ikan tuna fillet goreng tepung x rempah,"ikan tuna ukuran sedang, tepung terigu, minyak goreng, jeruk nipis, yg dihaluskan , bawang putih, bawang merah, ketumbar, merica , sendok teh garam, kunyit,","ikan tuna fillet goreng tepung x rempah ikan tuna ukuran sedang, tepung terigu, minyak goreng, jeruk nipis, yg dihaluskan , bawang putih, bawang merah, ketumbar, merica , sendok teh garam, kunyit,"
ikan bandeng acar,"ikan bandeng, timun ukuran sedang, batang wortel lokal, halus , bawang merah, bawang putih, butir kemiri, jahe, kunyit, lada butir, daun salamsobek, batang serehgeprek, langkuasgeprek, blimbing wuluh, garam, gula merah,","ikan bandeng acar ikan bandeng, timun ukuran sedang, batang wortel lokal, halus , bawang merah, bawang putih, butir kemiri, jahe, kunyit, lada butir, daun salamsobek, batang serehgeprek, langkuasgeprek, blimbing wuluh, garam, gula merah,"
ikan tongkol pindang rica rica daun jeruk,"ikan tongkol pindang, i ons cabe kecil, biji cabe besar, tomat, butir bawang putih, butir bawang putih, jahe, secukupnnya daun jeruk,","ikan tongkol pindang rica rica daun jeruk ikan tongkol pindang, i ons cabe kecil, biji cabe besar, tomat, butir bawang putih, butir bawang putih, jahe, secukupnnya daun jeruk,"
perkedel tongkol pedas,"tongkol, butir telur, cabe rawit, garammicin,","perkedel tongkol pedas tongkol, butir telur, cabe rawit, garammicin,"
mujahir sambel pepecak,"ikan mujahir, racik ikan goreng, sambal, segenggam cabe , jahedi geprek, bawang merah, jeruk limau, garampenyedap air panas,","mujahir sambel pepecak ikan mujahir, racik ikan goreng, sambal, segenggam cabe , jahedi geprek, bawang merah, jeruk limau, garampenyedap air panas,"
"sempol ""kece"" tenggiri","tenggiridiletakkanblender, terigu , kanji tapioka, butir telurkocok, batang daun bawang belah tipis, tusuk satepotong ,","sempol ""kece"" tenggiri tenggiridiletakkanblender, terigu , kanji tapioka, butir telurkocok, batang daun bawang belah tipis, tusuk satepotong ,"
tuna goreng krispy menu y+,"ikan tuna fillet , terigu, tepung beras, butir telur, ketumbar bubuk, garam, sejumput merica halus, minyak ,","tuna goreng krispy menu y+ ikan tuna fillet , terigu, tepung beras, butir telur, ketumbar bubuk, garam, sejumput merica halus, minyak ,"
suwir tongkol kemangi,"ikan tongkol kukus, tepung terigu, garam, kemangi, minyak goreng menumis,","suwir tongkol kemangi ikan tongkol kukus, tepung terigu, garam, kemangi, minyak goreng menumis,"
gulai ikan nila tempoyak (asam durian),"ikan nila, ons cabe merah + rawit, daun kunyit, kunyit giling, tempoyak ons sesuai selera, air, garam gula,","gulai ikan nila tempoyak (asam durian) ikan nila, ons cabe merah + rawit, daun kunyit, kunyit giling, tempoyak ons sesuai selera, air, garam gula,"
ikan mujaer rujak hot,"ikan mujaer, daun pisang mm , jeruk nipis menghilangkan bau amis, lmbr daun salam, ulek kasar, tomat, cabe merah besar, rawit merah, bon cabe level , garam, penyedap rasa,","ikan mujaer rujak hot ikan mujaer, daun pisang mm , jeruk nipis menghilangkan bau amis, lmbr daun salam, ulek kasar, tomat, cabe merah besar, rawit merah, bon cabe level , garam, penyedap rasa,"
acar ikan tongkol,"ikan tongkol, bawang bombay, perasan jeruk nipis, tomat, serai, daun salam, daun jeruk, cabai hijau utuh, minyak goreng, air, bumbu, bawang merah, bawang putih, kunyit, lada, kemiri, garam gula pasir,","acar ikan tongkol ikan tongkol, bawang bombay, perasan jeruk nipis, tomat, serai, daun salam, daun jeruk, cabai hijau utuh, minyak goreng, air, bumbu, bawang merah, bawang putih, kunyit, lada, kemiri, garam gula pasir,"
oseng ikan asin klotok,"ikan asin klotoksuwir , tomat , bawang merah , bawang putih , cabe rawit , kecap manis, gula pasir, garam,","oseng ikan asin klotok ikan asin klotoksuwir , tomat , bawang merah , bawang putih , cabe rawit , kecap manis, gula pasir, garam,"
gurame asam manis,"gurame ukuran *filetkepala & badan dibuang, jeruk nipis, nanas *potong kecil, ketimun *potong panjang, bawang putih *haluskan, bawang merah *haluskan, bawang bombai * tipis, tomat *boleh skip, saos tomat, saos sambal, kecap manis, saos tiram, kecap asin, garamgula & lada bubuk, air, minyak utk menumis, tepung terigu, tepung tapioka,","gurame asam manis gurame ukuran *filetkepala & badan dibuang, jeruk nipis, nanas *potong kecil, ketimun *potong panjang, bawang putih *haluskan, bawang merah *haluskan, bawang bombai * tipis, tomat *boleh skip, saos tomat, saos sambal, kecap manis, saos tiram, kecap asin, garamgula & lada bubuk, air, minyak utk menumis, tepung terigu, tepung tapioka,"
ikan nila goreng balado,"ikan nila, ons cabe merah keriting, bawang merah, bawang putih, jahe, jeruk nipis, garamgula, minyak goreng,","ikan nila goreng balado ikan nila, ons cabe merah keriting, bawang merah, bawang putih, jahe, jeruk nipis, garamgula, minyak goreng,"
ikan pari panggang,"ikan paribersihkanpotong kucuri air jeruk nipis, santan kental, lbr daun kunyitsimpulkan, lbr daun salam, batang serehgeprek, potong asam kandis, minyak utk menumis, garam merica bubuk, halus, cabe merah, bawang merah, bawang putih, butir kemiri yg digoreng, ketumbar, kunyit, jahe, lengkuas muda,","ikan pari panggang ikan paribersihkanpotong kucuri air jeruk nipis, santan kental, lbr daun kunyitsimpulkan, lbr daun salam, batang serehgeprek, potong asam kandis, minyak utk menumis, garam merica bubuk, halus, cabe merah, bawang merah, bawang putih, butir kemiri yg digoreng, ketumbar, kunyit, jahe, lengkuas muda,"
ikan nila siram tauco,"ikan nila, cabe hijau, bawang putih, bawang merah, tomat , bngkus tauco mikado, garamgula,","ikan nila siram tauco ikan nila, cabe hijau, bawang putih, bawang merah, tomat , bngkus tauco mikado, garamgula,"
tongkol asam padeh,"potong ikan tongkol, am cabe keriting, cabe rawit merah, bawang merah, bawang putih, tomat, jahe, lengkuas, daun salam, daun jeruk, batah sereh, asam kandis , penyedap , garam, air,","tongkol asam padeh potong ikan tongkol, am cabe keriting, cabe rawit merah, bawang merah, bawang putih, tomat, jahe, lengkuas, daun salam, daun jeruk, batah sereh, asam kandis , penyedap , garam, air,"
pepes ikan mas,"ikan mas ukuran , butir jeruk nipis, garam, btng serehpotong ngeprek, daun salam, ikat daun kemangi, tomat besarpotong potong, cabe keriting serong , daun pisang tusuk gigi, halus, bawang putih, bawang merah, kunyit, kemiri, cm jahe, garam,","pepes ikan mas ikan mas ukuran , butir jeruk nipis, garam, btng serehpotong ngeprek, daun salam, ikat daun kemangi, tomat besarpotong potong, cabe keriting serong , daun pisang tusuk gigi, halus, bawang putih, bawang merah, kunyit, kemiri, cm jahe, garam,"
bawal asam manis,"bawal air tawar, halus , cm jahe, kencur, cm kunyit, bawang putih, bawang merah, cabai merah keriting, daun jeruk, batang serai memarkan, daun salam, asam jawa, gula putih, tomat ceri , air, garampenyedap,","bawal asam manis bawal air tawar, halus , cm jahe, kencur, cm kunyit, bawang putih, bawang merah, cabai merah keriting, daun jeruk, batang serai memarkan, daun salam, asam jawa, gula putih, tomat ceri , air, garampenyedap,"
bandeng pindang,"bandeng potong jd bagian, bawang merah tipis, bawang putih tipis, cabe rawit, asam jawa, daun bawang potong , garam, air putih,","bandeng pindang bandeng potong jd bagian, bawang merah tipis, bawang putih tipis, cabe rawit, asam jawa, daun bawang potong , garam, air putih,"
oseng cucut cabe gendot,"asin cucut rendam dgn air panas sebentar, cabe gendot potong sesuai selera, tomat potong , bawang merah halus, bawang putih halus, lbr daun salam, laos, gula merah, garamkaldu jamur, air matang,","oseng cucut cabe gendot asin cucut rendam dgn air panas sebentar, cabe gendot potong sesuai selera, tomat potong , bawang merah halus, bawang putih halus, lbr daun salam, laos, gula merah, garamkaldu jamur, air matang,"
tuna pindang koyong,"ikan tuna, bawang putih, bawang merah, kunyit, jahe, lengkuas, batang sereh, daun jeruk, biji cabai rawit, biji cabai merah besar, tomat, merica bubuk, gula, garam, penyedap rasa, liter air bersih,","tuna pindang koyong ikan tuna, bawang putih, bawang merah, kunyit, jahe, lengkuas, batang sereh, daun jeruk, biji cabai rawit, biji cabai merah besar, tomat, merica bubuk, gula, garam, penyedap rasa, liter air bersih,"
bandeng masak pindang serani,"bandeng, papan daun bawang, air, minyak menumis bumbu, dihaluskan, merica, butir kemiri, cm kunyit, garam, yg , bawang putih, bawang merah, cabe sesuai selera, lain, cm jahe geprek, batang serai geprek, gula pasir,","bandeng masak pindang serani bandeng, papan daun bawang, air, minyak menumis bumbu, dihaluskan, merica, butir kemiri, cm kunyit, garam, yg , bawang putih, bawang merah, cabe sesuai selera, lain, cm jahe geprek, batang serai geprek, gula pasir,"
ikan nila saus asam manis,"ikan nila, garammericaketumbar bubuk, jeruk nipis, tepung terigu, tepung maizena, saus asam manis, bawang bombay, wortel kecilpotong korek api, biji cabe rawit, cabe merah, gula garam merica, tepung maizena , saus tomat, tomat potong dadu,","ikan nila saus asam manis ikan nila, garammericaketumbar bubuk, jeruk nipis, tepung terigu, tepung maizena, saus asam manis, bawang bombay, wortel kecilpotong korek api, biji cabe rawit, cabe merah, gula garam merica, tepung maizena , saus tomat, tomat potong dadu,"
balado mujair terong,"mujair, tahu, terong, halus , cabai merah, bawang merah, bawang putih, tomat, daun jeruk, serai, masako, garam, gula, minyak goreng menumis, air,","balado mujair terong mujair, tahu, terong, halus , cabai merah, bawang merah, bawang putih, tomat, daun jeruk, serai, masako, garam, gula, minyak goreng menumis, air,"
suwir tongkol sambel bawang,"biji tongkol kupas, , bawang merah, bawang putih, cabe keriting, tomat, garam gula,","suwir tongkol sambel bawang biji tongkol kupas, , bawang merah, bawang putih, cabe keriting, tomat, garam gula,"
ikan tongkol merah,"ikan tongkol, bumbu, bawang merah, bawang putih, sesuai selera cabai, gula garam, kecap manis, air,","ikan tongkol merah ikan tongkol, bumbu, bawang merah, bawang putih, sesuai selera cabai, gula garam, kecap manis, air,"
ikan kembung masak santan,"ikan kembung potong bbrpa bagian, cabai hijau , cabai merah , bawang putih , bawang merah , baby corn , daun bawang , tomat hijau , daun salam, lengkuas geprek, jahe geprek, garam, gula, lada, santan kara, royco sapi , air bersih,","ikan kembung masak santan ikan kembung potong bbrpa bagian, cabai hijau , cabai merah , bawang putih , bawang merah , baby corn , daun bawang , tomat hijau , daun salam, lengkuas geprek, jahe geprek, garam, gula, lada, santan kara, royco sapi , air bersih,"
pindang presto (ikan mas),"ikan mas, gandu gula merah, kaldu bubuk , daun salam, bawang merah, tomat, lengkuas, batang sereh, gula pasir, kecap manis, air,","pindang presto (ikan mas) ikan mas, gandu gula merah, kaldu bubuk , daun salam, bawang merah, tomat, lengkuas, batang sereh, gula pasir, kecap manis, air,"
kembung sambal tomat saus tiram,"ikan kembung uk.sedang , tomat uk.sedang, bawang bombai uk.sedang, bawang merah, bawang putih, cabe rawit, saus tiram, minyak goreng, garam & gula,","kembung sambal tomat saus tiram ikan kembung uk.sedang , tomat uk.sedang, bawang bombai uk.sedang, bawang merah, bawang putih, cabe rawit, saus tiram, minyak goreng, garam & gula,"
gulai kepala kakap,"kepala kakap susah , bumbu, biji cabe hijau biji cabe merah, bawang putih, bawang merah, butir kemiri, jahe, kunyit, daun sereh, daun salam, kotak santan instan, garam, gula putih, gula merah, minyak goreng,","gulai kepala kakap kepala kakap susah , bumbu, biji cabe hijau biji cabe merah, bawang putih, bawang merah, butir kemiri, jahe, kunyit, daun sereh, daun salam, kotak santan instan, garam, gula putih, gula merah, minyak goreng,"
ikan kembung sambal balado kemangi,"ikan kembung, bawang merah, bawang putih, cabai merah keriting, cabai rawit oren, tomat, gula pasir, garam, penyedap , air, daun kemangi, daun jeruk,","ikan kembung sambal balado kemangi ikan kembung, bawang merah, bawang putih, cabai merah keriting, cabai rawit oren, tomat, gula pasir, garam, penyedap , air, daun kemangi, daun jeruk,"
sup ikan salmon,"ons ikan salmon fillet, jamur putih , wortel, kentang, daun bawang seledri, bawang bombay, merica, garam, kaldu, bawang putih,","sup ikan salmon ons ikan salmon fillet, jamur putih , wortel, kentang, daun bawang seledri, bawang bombay, merica, garam, kaldu, bawang putih,"
kotok ikan nila,"ikan nila, santan kental kanil, bawang merah, bawang putih, cabe rawit, garam, kencur, tomat ,","kotok ikan nila ikan nila, santan kental kanil, bawang merah, bawang putih, cabe rawit, garam, kencur, tomat ,"
ikan krisi bali bali( tong),"am ikan krisi bali, butir cabe rawit merah , bawang merah, bawang putih, butir kemiri, cm jahe, cm lengkuas, cm kunyit, batang serai, daun salam, lingkaran gula merah kerek, gula pasir, garam, penyedap , air ,","ikan krisi bali bali( tong) am ikan krisi bali, butir cabe rawit merah , bawang merah, bawang putih, butir kemiri, cm jahe, cm lengkuas, cm kunyit, batang serai, daun salam, lingkaran gula merah kerek, gula pasir, garam, penyedap , air ,"
sarden mix kentang,"sarden uk.kecil, kentang kecil, cabe rawit, bawang merah,","sarden mix kentang sarden uk.kecil, kentang kecil, cabe rawit, bawang merah,"
gulai ikan lele,"ikan lele, air jeruk nipis, garam, daun salam daun jeruk nipis, batang serai tipis, jahe tipis, lengkuas tipis, tomat dipotong kecil, liter air, halus, butir bawang merah, bawang putih, butir kemiri san ia, kunyitbakar, garam,","gulai ikan lele ikan lele, air jeruk nipis, garam, daun salam daun jeruk nipis, batang serai tipis, jahe tipis, lengkuas tipis, tomat dipotong kecil, liter air, halus, butir bawang merah, bawang putih, butir kemiri san ia, kunyitbakar, garam,"
mujair pedas manis,"ikan mujair besar, bawang bombay, bawang putih cacah, cabe rawit merah, saus sambel, saus tomat, lbr daun jeruk,","mujair pedas manis ikan mujair besar, bawang bombay, bawang putih cacah, cabe rawit merah, saus sambel, saus tomat, lbr daun jeruk,"
gulai ikan kakap ala,"ikan kakap, cabe rawit merah, tomat merah, lbr daun salam, laos keprek, lbr daun jeruk wangi, serai keprek, yg dihlskan , bawang putih, bawang merah, kemiri san ai, cabai merah asam kandis, kunyit, jahe, ketumbar halus, mricagaramgularoyko, bks santan karaair,","gulai ikan kakap ala ikan kakap, cabe rawit merah, tomat merah, lbr daun salam, laos keprek, lbr daun jeruk wangi, serai keprek, yg dihlskan , bawang putih, bawang merah, kemiri san ai, cabai merah asam kandis, kunyit, jahe, ketumbar halus, mricagaramgularoyko, bks santan karaair,"
sarden kaleng nenek,"kaleng sarden, butir bawang merah tipis, bawang putih tipis, cabe rawit tipis, garamgula, air, minyak goreng,","sarden kaleng nenek kaleng sarden, butir bawang merah tipis, bawang putih tipis, cabe rawit tipis, garamgula, air, minyak goreng,"
nugget ikan salmon sayuran keju,"salmon fillet, bonggol jagung disisir, wortel diparut, kuntum brokoli , blok keju cheddar diparut, butir telur, butir bawang merah, bawang putih, tangkai daun bawang, tepung maizena, tepung sagu tani, garam gula, lada bubuk , kaldu jamur , gelas air es, pencelup , terigu, air matang, ketumbar bubuk, garam, tepung roti,","nugget ikan salmon sayuran keju salmon fillet, bonggol jagung disisir, wortel diparut, kuntum brokoli , blok keju cheddar diparut, butir telur, butir bawang merah, bawang putih, tangkai daun bawang, tepung maizena, tepung sagu tani, garam gula, lada bubuk , kaldu jamur , gelas air es, pencelup , terigu, air matang, ketumbar bubuk, garam, tepung roti,"
tuna spaghetti,"spaghetti, kaleng tuna , tomat, pasta tomat, paprika, bawang bombay, bawang putih, mix spicy , garammericacabai bubuk, minyak menumis bumbu,","tuna spaghetti spaghetti, kaleng tuna , tomat, pasta tomat, paprika, bawang bombay, bawang putih, mix spicy , garammericacabai bubuk, minyak menumis bumbu,"
puff pastry isi tuna simple cepat,"puff pastry instant buatan sendiri, kaleng tuna , butir telur rebus , mayonaise, bawang bombay , bawang putih , butir kuning telur olesan, butir putih telur perekat, garamgulalada,","puff pastry isi tuna simple cepat puff pastry instant buatan sendiri, kaleng tuna , butir telur rebus , mayonaise, bawang bombay , bawang putih , butir kuning telur olesan, butir putih telur perekat, garamgulalada,"
lele saos asam manis,"ikan lele gabus bisa, am terigu, jeruk nipis, bawang merah , bawang putih , papan pete pake, ons bawang bombay , tepung maizena, merica bubuk, gula, garam,","lele saos asam manis ikan lele gabus bisa, am terigu, jeruk nipis, bawang merah , bawang putih , papan pete pake, ons bawang bombay , tepung maizena, merica bubuk, gula, garam,"
tongkol rujak kemangi,"tongkol bumbu, tongkol, jahe, kunyit, biji kemiri, air perasan jeruk nipis, garam, sambal, biji cabe keriting, biji cabe rawit, biji kemiri, biji bawang putih, biji bawang merah, air asam jawa, gula merah, lmbr daun jeruk, lmbr daun salam, tomat, kaldu kering, daun kemangi,","tongkol rujak kemangi tongkol bumbu, tongkol, jahe, kunyit, biji kemiri, air perasan jeruk nipis, garam, sambal, biji cabe keriting, biji cabe rawit, biji kemiri, biji bawang putih, biji bawang merah, air asam jawa, gula merah, lmbr daun jeruk, lmbr daun salam, tomat, kaldu kering, daun kemangi,"
nila acar kuning,"potong ikan nila, timun ukuran , jeruk, garam kasar, cabe rawit , cabe merah, daun bawang, batang sereh, daun salam, daun jeruk, halus , bawang merah, bawang putih, cabe rawit, sendok teh kemiri halus, sendok teh kunyit halus , sendok teh jahe halus , merica, garam halus, penyedap rasa,","nila acar kuning potong ikan nila, timun ukuran , jeruk, garam kasar, cabe rawit , cabe merah, daun bawang, batang sereh, daun salam, daun jeruk, halus , bawang merah, bawang putih, cabe rawit, sendok teh kemiri halus, sendok teh kunyit halus , sendok teh jahe halus , merica, garam halus, penyedap rasa,"
gurame saos wijen superior,"ikan gurame, gara ada. jeruk nipis, minyak utk goreng, batang sayur bakcoy, daun ketumbar, roasted sesame kewpie salad dressing, kecap tim ikan lee kum kie, bubuk cabe kasar, air,","gurame saos wijen superior ikan gurame, gara ada. jeruk nipis, minyak utk goreng, batang sayur bakcoy, daun ketumbar, roasted sesame kewpie salad dressing, kecap tim ikan lee kum kie, bubuk cabe kasar, air,"
