Title,Ingredients,Loves,User
tempe gembos super kriuk!,"papan tempe gembospotong sesuai selera, kunyit bubuk, oregano , garam, tepung terigu, air, halus, bawang putih, ketumbar bubuk,",2,11244
tempe goreng praktis,"papan tempe mentah, bawang putih, sendok teh ketumbar, penyedap rasa, air, minyak goreng,",5,11245
telur tempe bali,"butir telur, tempe, #bumbu halus#, bawang putih, bawang merah, cabai rawit merah, tomat, gula putih, jahe, daun jeruk, kecap bangau, santan kara, liter air,",4,11246
tempe selimut terigu soto ayam sealakadar,"ayam , sayuran, serehdaun jeruk, bawang merah, bawang putih, biji kemiri, spotong kunyit, spotong jahe, garam, gula pasir,",6,11247
tempe selimut terigu,"stengah potong tempe, terigu kriuk tempe , terigu, daun bawang,",10,11248
tempe orek,"papan tempe, sachet kecap manis, pcs gula merah, cabe merah, bawang merah, bawang putih, bawang bombay,",4,11249
sambal balado kentang campur tempe,"am kentang , papan tempe , cm lengkuas , daun salam, daun jeruk, halus , butir bawang merah, butir bawang putih, biji cabe keriting, biji cabe rawit , butir tomat besar,",5,11250
botok kemangi tempe biji lamtoro,"am biji lamtorocuci, potong tempekukuspenyek pakai tangan, ikat kemangisiangi , butir kelapa tuaparut kasar, belimbing wuluh, daun, halus, bawang putihgoreng harum, bawang merahgoreng harum, ketumbar bubuk, cabe rawitsesuaikan sel, daun jeruk, gulasesuaikan selera, bks masako ayam,",7,11251
sambal tomat tempe,"petak tahu, tempe ukuran sedang, wortel, , cabe merah, bawang merah, bawang putih, tomat, garam, gula,",4,11252
oseng jamur kentang tempe,"jamur tiram, papan tempe, kentang uk kecil, bumbu, bawang merah, bawang putih, cabe rawit, butir kemiri, cm jahe, ketumbar bubuk, kunyit bubuk, saus tiram, batang daun bawang, kecap manis, garam, air, minyak,",3,11253
tahukentangtempe kecap bbu simple,"tahu, ppn tempe, kentang , kecap manis, kaldu bubuk ayam, garam, lada bubuk, air, minyak sayur, bbu halus, bawang merah, bawang putih, btr kemiri,",7,11254
steak tempe,"papan tempe , lada putih, butir telur, bawang putih , penyedap rasa, terigu, utk sayuran , buncis, wortel, kukus matang, kentanggoreng, saus , maizena , saori saus tiram, air, bawang bombay ,",11,11255
orek tempe basah,"papan tempepotong kotak, batang serehgeprek, cm lengkuasgeprek, cabe hijau serong, haluskan, bawang merah, bawang putih, cabe merah keriting, gula merahsisir, kecap manis, gulagaram, penyedap,",10,11256
kering tempe kacang legit gurih,"papan tempe , kacang tanah goreng, gula jawa, bawang putih, bawang merah, cabai merah, daun salam, cm lengkuas, mata asam jawa, garam, air matang, minyak goreng,",3,11257
bali tempe,"kotak putih ukuran kecilgoreng matang, papan tempegoreng matang, bawang merah tipis, gula merah, tomat , kecap manis, gula, garam, air, halus, bawang putih, bawang merah, cabe keriting, cabe merah besar, jahe, kencur,",6,11258
steak tempe maknyus modal rb,"steak , papan tempe, terigu, bawang putih, merica bubuk, garam, royco, , bawang putih lembut, bawang bombay kasar, saus tomat, saus cabai, tepung kanji dicairkan, saos tiram, kalo suka pedes pake an cabe merah, garam, royco, gula gak pake gpp, merica, topping , wortel, biji buncis, jagung manis,",7,11259
tempe goreng ala fe,"tempe malang bagian, sendok teh garam, sendok teh ketumbar bubuk, bawang putih ulek halus, air sesuai selera,",21,11260
nugget tempe,"tempe, tepung roti, tepung terigu, butir telur, halus, bawang putih, merica, garam, balutan, am tepung roti, tepung terigu, air,",9,11261
tempe menjes.. #pr_homemadestreetfood,"papan tempe menjes, tepung segitiga, tepung beras, air es , halus , bawang putih, ketumbar, cm kunyit tua, daun jeruk, garam gula kaldu bubuk,",9,11262
sayur tempe kacang telur puyuh,"papan tempe kotak goreng matang, ikat kacang panjang, butir telur puyuh rebus, butir bawang merah tipis, butir bawang putih tipis, cabai hijau, cabai merah, kecap manis, gulgarmer,",4,11263
ikan mas tempe semangit ala kham,"ikan mas, tempe semangit busuk, bawang merah, bawang putih, cabai besar, cabai rawit, gula penyedap rasa, jahe, santan kelapa kara, air,",2,11264
oseng labu siam tempe,"labu siam, tempe blok, cabe merah panjang, cabe rawit, bawang merah, bawang putih, sendok makan saus tiram, garam, gula, air, minyak goreng,",5,11265
tumis tempe kacang,"kotak tempe, kacang panjang, gula garam, air, halus, bawang merah, bawang putih, cabe merahbuang bijinya, cabe rawit kecil,",0,11266
tempe mendoan dwi putri kitchens,"tempe sesuai selera, minyak , bawang merah, bawang putih, ketumbar, butir kemiri, batang daun bawang tipis, garam, kaldu jamur, kaldu ayam, biji rawit tipis, kecap manis, air,",2,11267
goreng tempe ungkep,"papan tempe, dihaluskan, bawang merah, bawang putih, merica, ketumbar, kunyit, jahe, rimpang lengkuas, butir kemiri, pelengkap, daun salam, daun jeruk, batang sereh, garam, kaldu ayam bubuk,",10,11268
tempe mendoan khas purwokerto,"tempe , tepung terigu protein sedang, tepung tapioka, air, batang daun bawang , minyak goreng , halus , bawang putih, kaldu ayam bubuk, ketumbar, cm kencur ciri khas tempe mendoan purwokerto,",61,11269
tempe mendoan,"potong tempe , genggam daun bawang , sendok tepung terigu, sendok tepung beras, butir telur, garam, gula, lada, air ,",16,11270
tempe orek pedas no msg,"tempe , kacang panjang, bawang merah, bawang putih, cabe rawit, cabe merah besar, daun salam, gula merah udah sisir, garam, kecap manis, merica bubuk , air, minyak ,",5,11271
tempe crispy penyet,"papan tempe dg ketebalan ± cm, rendaman , saus tiram, merica bubuk, gula pasir, garam, air, pelapis , tepung terigu protein rendah, tepung maizena, merica bubuk, bawang putih bubuk, pencelup , btr telurkocok lepas, penyetan , cabe rawit ijo , bawang merah, garam up ny, gula pasir p ny,",5,11272
tumis tempe,"potong tempe daun, butir bawang merah, butir bawang putih, cabai rawit hijau, cabai merah, bks kecap bango , air, minyak, garam, royco, gula merah,",7,11273
balado in,"bks tempe uk sedang, kentang uk sedang, jenjang petai, halus , bawang merah, bawang putih, tomat uk sedang, cabe rawit, cabe merah besar, sachet masako, garammsg skip kl yg ga sukagula, minyak ,",7,11274
perkedel tempe,"papan tempe, batang seledri , bawang putih, butir telur ayam, ± ½ merica bubuk , ± ½ garam ,",8,11275
tempe mendoan,"papan tempe tipis sedang, batang daun bawang tipis, batang daun seledri tipis, tepung terigu, tepung beras rose brand, air, minyak , halus, ketumbar, kunyit, kencur, lada halus, bawang putih, garam, gula pasir, saos, cabai rawit tipis, tepung maizena, kecap manis, kecap asin, lada bubuk, air,",5,11276
tempe teriyaki,"putih , am tempe, paprika merah, cabe gendot hijau, bawang bombay, teriyaki, okra,",3,11277
tempe kriuk instan by sii trias,"tempe, kaldu bubuk, tepung kentaki instan, air, minyak goreng,",42,11278
tempekentang hati ampela balado,"hati ampela, kentang, papan tempe, minyak goreng penyedap, air jeruk nipis garam, halus, cabe merah kriting, butir bawang merah, butir bawang putih, tomat,",31,11279
tempe mendoan rumahan,"tempe, tepung terigu , air, minyak goreng,",8,11280
gimbal tempe menjes,"kotak tempe menjes, am tepung terigu, am tepung beras, batang daun bawang, daun jeruk , air, minyak goreng , halus, ketumbar, cm kencur, bawang putih, kemiri, garam ,",6,11281
sayur embe embe,", kulit , tempe , labu , butir telur , , an lengkuas , daun salam , halus , bawang merah, bawang putih, kunyit, kemiri, cabai merah keriting, tam , minyak goreng menumis, santan kara, liter air, roycogaram ,",5,11282
tempe geprek kemangi,"papan tempe, bawang putih, cabe merah kriting, cabe rawit merah, cabe rawit hijau, garam, air, kemangi , gula, minyak goreng,",8,11283
sambal tempe tongkol seuhah,"tongkol potong dibuang durinya disuwir kasar, kotak tempe ukuran dipotong kotak kecil, cabe rawit merah pedas , bawang merah, bawang putih, garam, gula pasir, penyedap , minyak ,",6,11284
sayur tempe semangit campur kacang,"bgks tempe bgks daun, lonjor kacang panjang, lmbr daun salam, lengkuas, daun jeruk, bgks kara, , cabai merah, cabe rawit setan, butir bawang merah, butir bawang putih, garam gula kaldu jamur, . ltr air,",4,11285
tempe goreng saos wuenak,"tempe, nenas, sledri, rica , minyak goreng, kecap manis, saos tomat, penyedap rasa, gula pasir, garam, tepung tapioka, tepung panir, bubuk lada, bubuk ketumbar, gelas air putih,",0,11286
opor tempe&telor santan,"papan tempe potong sesuai selera, butir telor rebus kupas, bawang putih, bawang merah, butir kemiri, jae, kunyit, lengkuas, daun salam, daun jeruk, btng serai, ketumbar, minyak goreng, mrica, asam jawa, trasi, bks masako ayam, sesuai selera air secukupny, secukupny gula merah, garam perlu,",11,11287
sambal terancam timun&tempe,"kelapa , papan tempe , timun, halus, cabe merah keriting, cabe rawit, cm kencur, bawang putih, daun jeruk purut, terasi udang, gula garam,",5,11288
oseng cecek kikil sapi tempe,"cecek kikil sapi , tempe , , halus , bawang merah, bawang putih, cabai rawit, pelengkap , garam, gula, royko, ladaku, saori saus tiram, kecap manis , daun jeruk, batang sereh, gelas air, minyak menumis,",2,11289
balado jantung ayam tempe,"jantung ayam , papan tempe , halus , bawang merah, sachet bawang putih, cabai merah besar, pelengkap , garamgularoyko aya adaku, air mateng, kecap manis, minyak menumis,",3,11290
tempe jagung kuning,"lbr kacang potong sesuai selera, jagung manis , papan tempe , royko masako, saori saos tiram, minyak goreng menumis, air, halus, biji cabai rawit, cabe keriting, bawang merah, bawang putih,",5,11291
oseng mercon ati ampela tempe,"pasang ati ampela, papan tempe ukuran sedang, daun salam, lengkuas geprek, air asam jawa, air putih, garam, gula pasir, kecap manis, minyak menumis, kaldu jamur, halus , bawang merah, bawang putih, segenggam cabe rawit , jahe,",11,11292
meatball and tempeh,"am daging ayam cincang, am daging sapi cincang, wortelserut kasar , daun bawang halus, bawang putih cincang, bawang bombay cincang, cm jahe putih parut, am tepung maizena, butir putih telur, garam, lada bubuk, saus tiram, am tempe, bawang merah, bawang putih, cabe merah besarbuang bijidan tipis, cm kunyit, cm jahe, lb daun jeruk, lb daun salam, cm lengkuas geprek, kecap manis, garam, gula pasir, lada bubuk,",9,11293
tempe tumis tempe kacang kecap,"potong tempe , ikat kacang panjang, bawang putih, bawang merah, kecap manis, saus tiram, cabai rawit, garam, lada, air,",6,11294
tempe kemangi,"papan tempe ukuran sedang, ikat kemangi, daun jeruk rajang, daun salam, halus , bawang merah, bawang putih, cabe merah besar, cabe rawit merah , cm lengkuas, cm kunyit , sisir gula merah, garam & gula, air, minyak goreng menumis,",5,11295
bola bola tempe isi telor puyuh,"papan tempe, butir telor puyuh, batang daun bawang, tepung kfc sasa, masako, butir telor,",24,11296
tempe penyet gurih pedas ala anak kost,"papan tempe , bawang putih, cabe biasa, gula, garam, minyak,",20,11297
ongseng tempe udang simpel,"ons udang yg dikupas, ukuran tempe, tam , butir bawang merah tipis, butir bawang putih tipis, cabe merah tipis, helai daun bawang menyerong, masako ayam,",6,11298
bacem tempe,"tahu, tempe daun, yg dihaluskan, bawang putih, bawang merah, tumbar, gula, garam, pelengkap, lengkuas geprek, lbr daun salam, butir gula merah sisir, kecap manis, air,",51,11299
oseng tempe diet,"potong tempe, tahu, cabai, cabe bubuk aida, kecap manis,",37,11300
sayur toge tempe,"semangkuk toge, papan tempepotong dadu, bawang merah , bawang putih tipis, batang daun bawangpotong serong, lengkuasgeprek, cabe ijo keritingpotong serong, saus tiram, garamkaldu, air,",8,11301
orek tempe,"papan tempe , kacang tanah , tomat , bawang putih , bawang merah , lingkaran gula merah , penyedap gula, garam, kecap,",9,11302
tempe goreng simply,"tempe, ketumbar, garam, air,",9,11303
tempe goreng tepung crispy,"papan tempe , tepung terigu, tepung maizena , bawang putih, bawang merah, batang bawang daun, merica, garam, ketumbar, cm kunyit ,",8,11304
telor tempe kentang sambal udang pete,"butir telor suka suka , papan tempe , kentang , tomat , udang suka suka, pete, halus , bawang merah, bawang putih, cabe merah keriting ,",1,11305
mendol tempe,"am tempekukus matang empuklalu ulek, halus, bawang merah, bawang putih, ketumbar, cm kencur, daun jeruk halus, cabe rawit , garam, gula, kaldu bubuk, minyak utk ,",5,11306
tauge tumis tempe,"am tauge , bawang merah , bawang putih , potong , am tempe , daun bawang , cabe keriting merah , saos tiram, terasi, garam, gula, air,",6,11307
sate tempe,"papan tempe, bawang merah, bawang putih, kencur, jahe, kunyit, daun salam, air, merica, garam, gula pasir,",0,11308
sambal tempe petai,"papan tempe , lonjot petai, gula & garam, sambal , tomat, bawang merah, bawang putih, cabe merah, cabe rawit, sachet terasi abc,",22,11309
tempe orek kemangi pedas manis,"papan tempe, ikat daun kemangi, halus, bawang merah, bawang putih, cabe merah, cabe rawit, potong tomat, kemiri san ai, tam , daun salam, daun jeruk, gula merah, garam, penyedap rasa, air,",9,11310
orek tempe pedas manis,"kotak tempe, gula merah , gula pasir, garam, minyak, lengkuas , daun salam, daun jeruk, , cabai merah, cabai rawit, bawang merah, bawang putih,",7,11311
tempe goreng tepung,"papan tempe , terigu, tepung beras, butir telur, air, kaldu bubuk, cabe merah , daun bawang , butir bawang putih, kunyit,",6,11312
oseng pare tempe sederhana,"i pare segarbelah buang bijinxpotong serong tipis, i tempe or sesuai selera bunda ya.., biji cabe merah tipis serong, merah tipis, bawang putih tipis, garamgula secukupnxmasako or royco, ebi ya bunda., minyak menumis,",4,11313
tumis tempe buncis,"potong tempe pnya, potong tahu, tomat, batang buncis, bawang merah, bawang putih, gula, garam, royco,",9,11314
tempe kemangi terasi gurih,"secukupnyatahu , secukupnyatempe , ikat kemangi, santan, air matang, daun jeruk, daun salam, cm lengkuas, bawang merah, bawang putih, cm kencur, cm kunyit, sendok teh terasi, minyak, garam, gula, lada bubuk, sukapenyedap rasa,",2,11315
tumis oseng tempe rebon,"cm papan tempe genggam tempe dipotong dadu, cabe merah keriting serong, sesuai selera cabe rawit serong, bawang merah tipis, bawang putihbelah memanjang tipis, daun salam, reboncuci, kecap manis, garam, gula merah , minyak & menumis,",7,11316
mendol tempe,"tempekukus, lbr daun jeruk halus, gula pasir, kaldu bubuk, garam seckpnya, halus , btr bawang merah, bawang putih, cabe merah besar, cabe rawit, ketumbar, cm kencur,",15,11317
tempe mendoan,"tempe mendoan , bawang putih yg besar, ketumbar, garam, daun bawang, tepung terigu kurleb, tepung beras, air,",2,11318
oseng tempe pedas manis,"tempe rbpotong lidi balur dgn garam lada, minyak goreng, margarine, garam, cabe rawit melintang, bawang putih tipis, bawang merah tipis, daun salam, gula aren, kecap manis, saos sambal, air,",10,11319
tempe goreng kuning,"putih bacem , papan tempepotong potong, bawang putih, ketumbar bubuk, kunyit bubuk, garam, gula, liter air, daun salam, cm lengkuas,",2,11320
tumis tempepeteayam dadu,"petai, fillet dada ayam, papan tempe, bawang merah, bawang putih, bombai, cabe rawit, gula garam merica, saos tiram, kecap ing is,",7,11321
kepala ikan tongkol&tempe bali,"potong kepala ikan tongkol digoreng hgg matang, ppn tempe ukuran potong digoreng, lmbr daun jeruk, lmbr daun salam, potong gula merah, kecap manis, sesuai selera gula pasir, air, minyak goreng, yg dihaluskan, bawang merah, bawang putih, cabe merah, cabe rawit, kemiri, cm kunyit, cm jahe, kencur, tomat, sejumput garam,",13,11322
tempe crispy,"papan tempe, bks tepung crispy , tepung panir, telur yg lumayan besar,",3,11323
orek tempe cabe ijo,"tempe , cabe ijo, bawang merah, bawang putih, sachet penyedap, kecap, merica, air, minyak ,",23,11324
sambal goreng hati ampela tempe,"hati ayam, ampela ayam, papan tempe plastik, halus, bamer, baput, genggam cabai rawit merah, cabai hijau besar, kemiri, terasi, batang serai, daun salam, sachet santan kara, garamgula pasirkecap manis, penyedap rasa,",4,11325
sambal ulek tempe kemangi,"papan tempe, bawang putih, gulagaram sesuai selera, sesuai selera cabe kecil, kemangi,",7,11326
. perkedel tempe,"lonjor tempe, bawang putihhaluskan, seledri, garam, telur,",10,11327
tempe santan resep mertua,"papan tempe, santanklo kebanyakan mblenger, bawang merah, bawang putih, cabe keriting cabe merah gendut , cabe rawit , cabe hijau, lengkuas geprek, daun salam, tomat kecil, minyak, garam, gula, penyedap rasa,",1,11328
tempe kecap pedas,"papan tempe potong dadu, putih potong dadu, bawang merahpotong , bawang putihgeprek potong , biji cabe rawit merahpotong , cm lengkuasgeprek, daun salam, daun jeruk, gula merah, kecap manis, air, gula, garam sesuai selera, penyedap rasa, minyak,",12,11329
tempe orek basah,"papan tempe, cabe ijo , lbr daun salam, kecap manis, gulagarampenyedap, air, halus, bawang merah, bawang putih, tomat, cabe merah kriting cabe rawit, butir kemiri, ketumbar,",8,11330
tempe kering cabe hijau.... by. dapoer linggar,"papan tempe tipis sesuai selera, pete kupas kulit, daun salam robek , teri asin rendam air hangat sebentar cuci bilas, garam, royco penyedap gula pasir, halus, cabe ijo rebus, bawang merah direbus, bawang putih rebus, tomat hijau rebus, minyak menumis,",1,11331
balado terong tempe bakso,"terongpotong sesuai selera, butir bakso, papan tempe, batang seraigeprek, minyak goreng, halus, bawang merah, bawang putih ukuran kecilklo aja, cabai merah, cabai rawit, tomat besar, terasi, gulagarampenyedap,",6,11332
tempe bakar,"tempe tebal, bawang putih cincang halus, kecap manis, saus tiram, minyak goreng margarin, lada bubuk, garam, air jeruk nipis, air matang,",0,11333
ikan tongkol + tempe rujak,"ikan tongkol ukuran buang duri potong bagian, tempepotong sesuai selera, tomat, daun bawang panjang, sesuai selera cabe rawit utuh, minyak goreng, halus , bawang putih, bawang merah, cabe besarbuang biji, cabe rawit sesuai selera , jahe, merica, garam penyedap rasa,",10,11334
kering tempe pedas manis,"papan tempe, bawang merah, bawang putih, daun jeruk, cabe rawit , laos aja , jahe aja , garam, kecap, gula, minyak goreng ,",44,11335
sambel tempe kemangi,"papan tempe, bawang putih, cabai rawit , ikat daun kemangi,",7,11336
nugget tempe simple,"i papan tempe harga ribu, butir telur ayam, penyedap rasa, bawang merah, bawang putih, lada bubuk, terigu, sejumput garam+gulput, breaded, tepung panir, terigu, butir telur,",17,11337
tempe goreng,"papan tempe, cm kunyit, ketumbar, garam, bawang putih,",5,11338
baso tempe,"papan tempe, bawang putih, bawang goreng, tepung kanji tapioka, tepung terigu, es batu, putih telur, garamgulamerica,",11,11339
tempe goreng sederhana,"papan tempe, bawang putih, garam, kunyit, tepung trigu, daun jeruk,",8,11340
tumis tempe cecek,"cecek sapi kulit sapi, papan tempe potong korek api, kotak potong korek api, kecap manis, daun salam, lengkuas geprek, bawang merah rajang, bawang putih rajang, cabe rawit potong serong, cabe merah potong serong, cabe ijo potong serong, minyak goreng, air, garam, merica bubuk, gula,",5,11341
tempe bacem,"kotak tempe, bawang putih, bawang merah, ketumbar, gula merah, asem, daun salam, lengkuas, gula, garam,",7,11342
orek tempe,"papan tempe, bawang merah, bawang putih, cabe ijo + cabe rawit , tomat belah bagian, gulagaram kaldu bubuk, kecap manis,",5,11343
samosa tempe,"papan tempe, lbr kulit pangsit, bawang putih, sendok kecap manis, garam, gula, gule rendang ,",3,11344
oseng tempe pedas manis,"tempe, bawang merag, bawang putih, cabe keriting, cabe rawit, gula merah, kecap, lada, saos tomat,",3,11345
nasi goreng tempe telur,"piring nasi, butir telur, tempe, suing bawang putih, suing bawang merah, gula garam, lada, kunyit,",4,11346
oseng tempe kemangi,"papan tempe, cabe keriting, bawang merah, bawang putih, cabe rawit suka pedas, air asam jawa, kemangi, garam gula,",12,11347
tempe goreng,"papan tempe ukuran tipis potong, am tepung terigu, tepung beras, tepung kanji, ayam goreng sajiku, air, daun bawang,",11,11348
nugget tempel,"papan tempe, butir telur, tepung terigu, tepung roti, batang daun bawang halus, tepung terigu , gara bubukmasako ayam, air ,",5,11349
orek tempe,"papan tempe, bawang putih tipis, bawang merah tipis, cabe merah keriting , cabe merah , cabe rawit , gula jawa disisir, garam, gula pasir, daun sala engkuas , air asam jawa, kecap manis,",58,11350
sambel tempe geprek,"cabai rawit, cabai merah, bawang putih, bawang merah, terasi, setetes cuka , gula jawa, garam, royco, papan tempe,",7,11351
. tempe gulung sosis,"papan tempe, sosis, btr telur , garam merica bubuk, tepung bumbu,",12,11352
ikan bakar racik tempe sambal tomat,"ikan terkulu kembung kakap bawal tuna, sachet instant racik tempe, jeruk nipis, minyak goreng, kecap manis, garam, sambal, biji cabe rawit merah, tomat merah, bawang putih, sachet terasi, gula, garam, jeruk nipis,",9,11353
. tempe goreng keju,"papan tempe, keju parut , btr telur kocok lepas, tepung bumbu,",5,11354
tempe mendoan,"papan tempe, ikat daun bawang, daun jeruk, halus, bawang putih, ketumbar, kunyit, garam, merica bubuk, tepung terigu, tepung maizena,",1,11355
kering tempe kacang,"papan tempe tipis, genggam kacang tanah goreng, , bawang putih, bawang merahcincang halus, cabe merah tipis serong, cabe rawit tipis, daun salam, air asam jawa dr bks asam jawa, kecap manis, gula jawa secukupny, air secukupny, gulaladapenyedapsecukupny,",3,11356
tumis tempe usus ganti ayam,"ayam usus ayam, papan tempe, bawang putih , bawang merah , cabe hijau , cabe merah , cm jahe geprak, cm lengkuas geprak, batang sereh geprak, daun salam, jeruk nipis, gula merah, kecap, gula, garam, air, minyak menumis,",3,11357
tempe mendoan anti letoy,"tempe slice tipis, bawang merah, bawang putih, daun bawang, butir telur, merica, ketumbar, garam, g tepung terigu, g tepung beras, cabe rawit, kecap,",14,11358
keripik tempe renyah,"kedelai calon tempe, tepung tapioka, celupan, air, bawang putih , ketumbar bubuk, garam, kaldu bubuk,",58,11359
kering tempe kentang,"papan tempe , kentang , bawang putih, lombok merah , lombok rawit merah , daun jeruk purut, daun salam, cm lengkuas digeprek, asam jawa, gula jawa, gula pasir, garam, kaldu bubuk,",52,11360
tempe teri balado jengkol,"tempe, teri, jengkol, cabai, bawang merah&putih,",7,11361
orek tempe,"papan tempe besarpotong kotak, cabai merah serong, cabai rawit serong, gelas air, halus, bawang merah, bawang putih, tomat, cabai merah keriting, cabai rawit, butir kemiri, ketumbar, merica, gula merah, lain, garam, kecap manis,",3,11362
tempe menjos goreng,"bks tempe menjos, munjung tepung terigu, bawang putih bubuk, lada bubuk, ketumbar bubuk, batang daun bawang, air, garam, minyak goreng,",11,11363
tempe goreng telur,"papan tempeukuran sedang, butir telur, tepung terigu, tepung maizena , secukup nya kaldu bubuk, secukup nya garam, secukup nya merica bubuk,",8,11364
suwir ayam tempe teri kemangi,"ayam, tempe, teri, bawang putih, bawang merah, cabe merah, cabe rawit, ikat kemangi, saus tiram, air, gula garam, minyak,",0,11365
tempe mendoan,"papan tempepotong tipis, tepung , tepung maizena, daun bawang , air matang,",13,11366
goreng tempe mendoan,"tempe, terigu, bawang putih, garam, lada, daun bawang, minyak goreng,",6,11367
sinom tempe,"kotak tempe, genggam daun sinom muda, laosgeprek, cabe rawit , uleg, bawang merah, bawang putih, btr kemiri, garam,",9,11368
tempe teriyaki,"tempe, bawang merah, bawang putih, cabe ijo, cabe merah, tomat, sachet saos teriyaki merk saori, kecap manis, garam,",4,11369
balado kentang teri tempe,"papan tempe ukuran sedang, kentang, ons teri asin ukuran sedang, halus, butir kemiri, bawang merah, bawang putih, lombok merah kriting sesuai selera tingkat pedasnya, lain, daun jeruk, cm lengkuas geprak, daun salam, kaldu bubuk, garam, gula pasir gula jawa,",5,11370
bacem tempe kering daging sapi,"papan tempe, bks masako sapi, bks kecap bango, bawang putih, bawang merah, gula merah, ketumbar, sesuai selera cabe rawit utuh, daun salam, minyak goreng, gelas blimbing air, btng daun bawang,",35,11371
sambal goreng tempe kering,"am tempe, serai geprek, lengkuas geprek, bawang merah tipis, cabe merah serong, gulagaramdan merica, kecap manis, gula merah, daun salam, halus , bawang merah, bawang putih, cabe merah besar, cabe rawit ,",4,11372
ayam & tempe asam manis,"ayam, jahe , tempe, bawang putih, cabe rawit, gula, garam, sendok minyak wijen, saus tiram, saus tomat, tomat, air, bawang bombay, sendok jeruk nipis, lada,",1,11373
orek tempe basah,"papan tempe , bawang merah, cabai merah , kecap manis, gulagarampenyedap, air,",6,11374
tempe orek basah,"papan tempe , bawang merah, bawang putih, cabe rawit, kecap manis, lengkuas, daun salam, gula pasir, air, minyak ,",0,11375
orek tempe teri medan,"papan tempe potong panjang, teri medan, rajang, bawang merah, bawang putih, jahe tipis, cabe merah keriting, cabe rawit merah, lbr daun jeruk sobek , lengkuas geprek, gula jawa , asam jawa, kecap manis, garamgula, air,",9,11376
orek tempe basah ulek,"papan tempe, cabe ijo , kecap manis, gulagaram kaldu bubuk, air, halus , bawang merah, bawang putih, tomat, cabe merah keriting cabe rawit, butir kemiri, ketumbar,",3,11377
orek tempe praktis,"papan tempe, bawang merah, bawang putih, lombok merah, saos tiram, kecap, gula, garam, penyedap non msg,",1,11378
sambal goreng tempe udang,"papan tempe, udang , santan dr butir kelapa, cabe merah besargorengpotong , kecap manis, air asam jawa, lbr daun salam, lbr daun jeruk, batang serai, minyak goreng, halus , cabai besar, bawang putih, bawang merah,",11,11379
sambal ijo ikan teri tempe,"ikan teri yg , balok tempe dipotong memanjang seukuran ikan teri, batang daun bawang serong besar, dihaluskan, bawang merah, bawang putih, cabe hijau , cabe rawit hijau , tomat hijau, garamgulakaldu bubuk,",6,11380
oseng tempe buncis,"genggam buncis, genggam cabe hijau, papan tempepotpng kotak goreng sebentar, , bawang merah, bawang putih, cabe rawit, laos daun salam, gula garam, kecap manis,",5,11381
tumis tempe kacang,"ikat kacang panjang, papan tempe, bawang merah, bawang putih, cabe merah, tomat, garam & gula, kecap manis,",3,11382
tempe santan sederhana,", , tempe , udang , pete , air, santan, garam, gula, royco, gongso , bawang putih, biji bawang merah, lengkuas , lombok ,",1,11383
orek tempe cabai hijau,"papan tempe potong kotak kecil, bawang merah, bawang putih, lombok ijo, sdikit mnykbutk menumis, garamgulapenyedap, kecap manis,",5,11384
tempe goreng tepung,"tempe kripik, daun bawang , tepung terigu, bawang putih, ketumbar, garam, air, minyak goreng,",5,11385
udang tempe balado by mela suntoro,"udang segar, papan tempe, masako, gula, garam, minyak goreng, air, cabai merah keriting, bawang putih, bawang merah, tomat,",4,11386
tumis tempe buncis,"papan tempepotong dadu, btg buncispotong"" cmbilas air bersih, bawang putih , cabe merah , cm jahe , garammerica, kecap sesuai selera, saori saos tiram, minyak goreng,",37,11387
tempe bacem air kelapa,"papan tempe, bawang merah, bawang putih, butir kemiri, ketumbar bubuk, jempol asam jawa , lengkuas, batang sereh , daun jeruk, daun salam, gula merah, air, garam, penyedap , minyak menumis,",4,11388
tempe mendol,"papan tempe semangit, papan tempe bagus, bumbu, bawang merah, bawang putih, cabe rawit, kencur, gulagaram,",21,11389
sambal tempe goreng sederhana ala mama kina,"papa tempe, cabe merah, bawang merah, bawang putih, gula, garam, minyak, tomat sedang,",4,11390
oseng kacang tempe,"helai kacang panjang, papan tempe, bawang merah, bawang putih, cabai merah, lengkuas, helai daun salam, petai, saos tiram, kecap manis, gula, garam,",3,11391
tempe mendoan,"tempe mendoan , tepung terigu, air, bawang putih , ketumbar , btg daun bawang , kunyit bubuklada bubukkaldu bubuk garam,",7,11392
gorengan tempe & oncom super simple,"papan tempe, kotak oncom, batang daun bawang, tepung terigu, cabe rawit, garamkaldumericadan ketumbar,",11,11393
orek tempe basah ulek,"papan tempe potong sesuai selera, cabe ijo , kecap manis, gulagarampenyedap, air, halus, bawang merah, bawang putih, tomat, cabe merah kriting cabe rawit, butir kemiri, ketumbar,",452,11394
telur tempe balado,"telur, papan tempe, cabe merah, merah, bawang putih, tomat kecil, sendok makan gula pasir, sendok makan garam,",1,11395
kreasi oreg tempe campur kacang,"tempe ukuran , ikat kacang panjang, lengkuas geprek, saset royco, halus, kemiri, sesuai selera cabe kriting, bawang putih, bawang merah, tomat, garam, gula pasir, gelas air, kecap manis,",15,11396
comro goreng isi tempe,"singkong parut, garam, tangkai daun bawang, tempe, bawang merah, bawang putih, cabe merah, cabe rawit, kencur, batang serai , minyak goreng,",13,11397
